#Pressure from based on measured voltage verus time

#time(s),Pressure(atm)

0.0 0.164
0.1 0.196
0.2 0.209
0.3 0.221
0.4 0.236
0.5 0.243
0.6 0.264
0.7 0.283
0.8 0.301
0.9 0.338
